CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Null	VB	0	0	0.636363636	0.260714286	0.260714286	0.260714286
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Null	VB	0	0	0.363636364	0.270454545	0.270454545	0.270454545
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Null	VB	0	0	0.909090909	0.35125	0.35125	0.35125
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	hso	Null	VB	0	0	0.181818182	0.08125	0.08125	0.08125
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.272727273	0.155469129	0.155469129	0.155469129
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.090909091	0.253323046	0.253323046	0.253323046
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.727272727	0.199298419	0.199298419	0.199298419
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.5	0.242525182	0.242525182	0.242525182
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.5	0.178189026	0.178189026	0.178189026
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.636363636	0.259810633	0.259810633	0.259810633
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.363636364	0.257117177	0.257117177	0.257117177
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.909090909	0.298907166	0.298907166	0.298907166
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	jcn	Null	VB	0	0	0.181818182	0.092071258	0.092071258	0.092071258
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.272727273	0.577675514	0.577675514	0.577675514
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.090909091	0.614350492	0.614350492	0.614350492
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.727272727	0.582587999	0.582587999	0.582587999
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.5	0.603355423	0.603355423	0.603355423
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.5	0.574866016	0.574866016	0.574866016
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.636363636	0.615203394	0.615203394	0.615203394
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.363636364	0.601438816	0.601438816	0.601438816
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.909090909	0.630822176	0.630822176	0.630822176
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lch	Null	VB	0	0	0.181818182	0.486270122	0.486270122	0.486270122
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.272727273	0.129282075	0.129282075	0.129282075
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.090909091	0.200542304	0.200542304	0.200542304
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.727272727	0.229589969	0.229589969	0.229589969
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.5	0.168662024	0.168662024	0.168662024
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.5	0.153809924	0.153809924	0.153809924
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.636363636	0.219734038	0.219734038	0.219734038
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.363636364	0.220261225	0.220261225	0.220261225
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.909090909	0.239266242	0.239266242	0.239266242
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lin	Null	VB	0	0	0.181818182	0.103002978	0.103002978	0.103002978
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.272727273	0.119213165	0.119213165	0.119213165
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.090909091	0.162531247	0.162531247	0.162531247
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.727272727	0.180453814	0.180453814	0.180453814
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.5	0.165960176	0.165960176	0.165960176
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.5	0.136706237	0.136706237	0.136706237
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.636363636	0.19879896	0.19879896	0.19879896
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.363636364	0.183623426	0.183623426	0.183623426
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.909090909	0.221233623	0.221233623	0.221233623
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	res	Null	VB	0	0	0.181818182	0.074321157	0.074321157	0.074321157
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.272727273	0.480665755	0.480665755	0.480665755
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.090909091	0.481729323	0.481729323	0.481729323
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.727272727	0.52451005	0.52451005	0.52451005
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.5	0.488046784	0.488046784	0.488046784
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.5	0.438873889	0.438873889	0.438873889
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.636363636	0.488980064	0.488980064	0.488980064
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.363636364	0.488695239	0.488695239	0.488695239
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.909090909	0.552298554	0.552298554	0.552298554
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	wup	Null	VB	0	0	0.181818182	0.448316625	0.448316625	0.448316625
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.272727273	0.004457955	0.004457955	0.004457955
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.090909091	0.01003196	0.01003196	0.01003196
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.727272727	0.006417614	0.006417614	0.006417614
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.5	0.01	0.01	0.01
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.5	0.006753551	0.006753551	0.006753551
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.636363636	0.010245536	0.010245536	0.010245536
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.363636364	0.010617252	0.010617252	0.010617252
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.909090909	0.008151136	0.008151136	0.008151136
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	lesk	Null	VB	0	0	0.181818182	0.001117898	0.001117898	0.001117898
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.272727273	0.320666667	0.320666667	0.320666667
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.090909091	0.380833333	0.380833333	0.380833333
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.727272727	0.331428571	0.331428571	0.331428571
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.5	0.372666667	0.372666667	0.372666667
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.5	0.326111111	0.326111111	0.326111111
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.636363636	0.395714286	0.395714286	0.395714286
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.363636364	0.391666667	0.391666667	0.391666667
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.909090909	0.42852381	0.42852381	0.42852381
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	path	Null	VB	0	0	0.181818182	0.216666667	0.216666667	0.216666667
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.272727273	0.357312177	0.357312177	0.357312177
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.090909091	0.409645039	0.409645039	0.409645039
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.727272727	0.410174606	0.410174606	0.410174606
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.5	0.416416464	0.416416464	0.416416464
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.5	0.342904429	0.342904429	0.342904429
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.636363636	0.434780054	0.434780054	0.434780054
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.363636364	0.422403527	0.422403527	0.422403527
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.909090909	0.486582287	0.486582287	0.486582287
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vector	Null	VB	0	0	0.181818182	0.323332781	0.323332781	0.323332781
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.272727273	0.108092763	0.108092763	0.108092763
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.090909091	0.124584784	0.124584784	0.124584784
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.727272727	0.120980767	0.120980767	0.120980767
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.5	0.13612999	0.13612999	0.13612999
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.5	0.09712043	0.09712043	0.09712043
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.636363636	0.165550418	0.165550418	0.165550418
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.363636364	0.156694817	0.156694817	0.156694817
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.909090909	0.195414558	0.195414558	0.195414558
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	fes	vectorp	Null	VB	0	0	0.181818182	0.091826616	0.091826616	0.091826616
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.909090909	0.060520362	0.060520362	0.060520362
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.818181818	0.058823529	0.058823529	0.058823529
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.727272727	0.071691176	0.071691176	0.071691176
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.636363636	0.063148789	0.063148789	0.063148789
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.545454545	0.12394958	0.12394958	0.12394958
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.181818182	0.043468858	0.043468858	0.043468858
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.454545455	0.026470588	0.026470588	0.026470588
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.363636364	0.170588235	0.170588235	0.170588235
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.272727273	0.048433504	0.048433504	0.048433504
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	hso	Null	VB JJ	0	0	0.090909091	0.053186274	0.053186274	0.053186274
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.909090909	0.079328824	0.079328824	0.079328824
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.818181818	0.060471647	0.060471647	0.060471647
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.727272727	0.056102423	0.056102423	0.056102423
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.636363636	0.05899664	0.05899664	0.05899664
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.545454545	0.134435161	0.134435161	0.134435161
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.181818182	0.044047292	0.044047292	0.044047292
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.454545455	0.038122589	0.038122589	0.038122589
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.363636364	0.160247179	0.160247179	0.160247179
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.272727273	0.05772015	0.05772015	0.05772015
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	jcn	Null	VB JJ	0	0	0.090909091	0.063722447	0.063722447	0.063722447
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.909090909	0.190408307	0.190408307	0.190408307
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.818181818	0.193531401	0.193531401	0.193531401
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.727272727	0.264389192	0.264389192	0.264389192
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.636363636	0.21992124	0.21992124	0.21992124
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.545454545	0.25975401	0.25975401	0.25975401
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.181818182	0.20596131	0.20596131	0.20596131
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.454545455	0.164256086	0.164256086	0.164256086
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.363636364	0.306379334	0.306379334	0.306379334
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.272727273	0.188357249	0.188357249	0.188357249
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lch	Null	VB JJ	0	0	0.090909091	0.216852235	0.216852235	0.216852235
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.909090909	0.029237314	0.029237314	0.029237314
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.818181818	0.050244388	0.050244388	0.050244388
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.727272727	0.041495558	0.041495558	0.041495558
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.636363636	0.052231252	0.052231252	0.052231252
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	fes	lin	Null	VB JJ	0	0	0.545454545	0.118568336	0.118568336	0.118568336
