id	expertise	gender	continent	lang	QA-pairs [1]	QA-pairs [2]	QA-pairs [3]	QA-pairs [4]	QA-pairs [5]	QA-pairs [6]	QA-pairs [7]	QA-pairs [8]	QA-pairs [9]	QA-pairs [10]	QA-pairs [11]	QA-pairs [12]	QA-pairs [13]	QA-pairs [14]	QA-pairs [15]	QA-pairs [16]	QA-pairs [17]	QA-pairs [18]	QA-pairs [19]	QA-pairs [20]	QA-pairs [21]	QA-pairs [22]	QA-pairs [23]	QA-pairs [24]	QA-pairs [25]	QA-pairs [26]	QA-pairs [27]	QA-pairs [28]	QA-pairs [29]	QA-pairs [30]	QA-pairs [31]	QA-pairs [32]	QA-pairs [33]	QA-pairs [34]	QA-pairs [35]	QA-pairs [36]	QA-pairs [37]	QA-pairs [38]	QA-pairs [39]	QA-pairs [40]	QA-pairs [41]	QA-pairs [42]	QA-pairs [43]	QA-pairs [44]	QA-pairs [45]	QA-pairs [46]	QA-pairs [47]	QA-pairs [48]	QA-pairs [49]	QA-pairs [50]	age
161	Occasional user	Female	Europe	Yes	4	2	1. very dissimilar	5. very similar	2	1. very dissimilar	5. very similar	2	1. very dissimilar	4	2	1. very dissimilar	4	2	1. very dissimilar	1. very dissimilar	2	5. very similar	3	1. very dissimilar	1. very dissimilar	4	3	2	1. very dissimilar	1. very dissimilar	5. very similar	2	1. very dissimilar	3	2	3	4	1. very dissimilar	2	4	4	1. very dissimilar	3	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	5. very similar	2	3	5. very similar	1. very dissimilar	1. very dissimilar	18-25
162	Frequent user	Female	Europe	Yes	1. very dissimilar	3	no answer	5. very similar	3	2	4	4	1. very dissimilar	5. very similar	1. very dissimilar	4	3	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	3	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	4	2	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	5. very similar	5. very similar	1. very dissimilar	4	3	2	2	5. very similar	1. very dissimilar	2	4	2	1. very dissimilar	5. very similar	3	4	5. very similar	2	1. very dissimilar	18-25
163	Occasional user	Female	Europe	Yes	4	5. very similar	1. very dissimilar	5. very similar	3	3	3	3	3	4	2	3	5. very similar	5. very similar	2	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	4	5. very similar	4	4	2	3	5. very similar	2	1. very dissimilar	2	4	3	4	1. very dissimilar	4	5. very similar	5. very similar	2	3	3	3	5. very similar	4	1. very dissimilar	5. very similar	5. very similar	4	5. very similar	2	1. very dissimilar	18-25
164	Frequent user	Male	Europe	Yes	3	3	1. very dissimilar	4	3	1. very dissimilar	4	5. very similar	3	3	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	2	2	3	3	1. very dissimilar	2	2	4	2	1. very dissimilar	2	5. very similar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	2	4	4	2	3	1. very dissimilar	3	1. very dissimilar	2	2	5. very similar	1. very dissimilar	3	5. very similar	1. very dissimilar	1. very dissimilar	18-25
165	Never used	Female	Europe	Yes	4	4	1. very dissimilar	5. very similar	4	2	4	4	1. very dissimilar	5. very similar	3	3	4	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	5. very similar	5. very similar	4	1. very dissimilar	3	4	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	4	4	1. very dissimilar	2	5. very similar	4	1. very dissimilar	4	3	2	5. very similar	1. very dissimilar	1. very dissimilar	5. very similar	4	2	4	1. very dissimilar	1. very dissimilar	26-35
166	Frequent user	Female	Europe	Yes	2	1. very dissimilar	2	5. very similar	4	1. very dissimilar	5. very similar	4	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	4	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	3	4	5. very similar	2	1. very dissimilar	2	5. very similar	4	1. very dissimilar	2	1. very dissimilar	4	5. very similar	1. very dissimilar	1. very dissimilar	4	5. very similar	2	2	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	46-55
167	Occasional user	Male	Europe	Yes	4	5. very similar	1. very dissimilar	5. very similar	5. very similar	2	5. very similar	5. very similar	1. very dissimilar	4	2	1. very dissimilar	4	2	2	1. very dissimilar	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	4	2	4	1. very dissimilar	2	5. very similar	1. very dissimilar	1. very dissimilar	4	2	4	5. very similar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	4	1. very dissimilar	4	5. very similar	4	1. very dissimilar	5. very similar	5. very similar	2	5. very similar	1. very dissimilar	1. very dissimilar	18-25
168	Occasional user	Male	Europe	Yes	5. very similar	2	2	5. very similar	2	1. very dissimilar	3	5. very similar	1. very dissimilar	3	2	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	3	1. very dissimilar	1. very dissimilar	2	4	3	1. very dissimilar	3	5. very similar	2	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	5. very similar	2	2	1. very dissimilar	1. very dissimilar	2	5. very similar	4	1. very dissimilar	5. very similar	4	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	18-25
169	Occasional user	Male	Europe	Yes	4	2	1. very dissimilar	5. very similar	4	1. very dissimilar	4	4	1. very dissimilar	3	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	3	1. very dissimilar	3	2	4	1. very dissimilar	2	2	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	4	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	26-35
170	Frequent user	Female	Europe	Yes	4	4	2	3	3	2	5. very similar	3	1. very dissimilar	4	1. very dissimilar	3	3	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	no answer	3	1. very dissimilar	4	4	2	4	1. very dissimilar	2	5. very similar	2	1. very dissimilar	3	1. very dissimilar	3	4	1. very dissimilar	1. very dissimilar	4	5. very similar	3	3	1. very dissimilar	2	4	3	1. very dissimilar	4	4	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	18-25
171	Occasional user	Male	Europe	Yes	4	4	2	4	5. very similar	2	4	4	1. very dissimilar	5. very similar	2	2	3	3	1. very dissimilar	1. very dissimilar	2	3	4	1. very dissimilar	3	4	4	2	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	3	4	1. very dissimilar	3	4	3	1. very dissimilar	4	2	3	5. very similar	4	2	4	2	4	4	1. very dissimilar	1. very dissimilar	18-25
172	Frequent user	Female	South America	No	5. very similar	4	1. very dissimilar	5. very similar	no answer	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	4	2	2	3	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	no answer	2	4	5. very similar	no answer	2	4	5. very similar	1. very dissimilar	1. very dissimilar	3	2	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	5. very similar	4	3	5. very similar	1. very dissimilar	2	5. very similar	4	2	4	3	3	4	1. very dissimilar	1. very dissimilar	26-35
173	Never used	Male	Europe	Yes	1. very dissimilar	1. very dissimilar	4	3	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	2	5. very similar	3	1. very dissimilar	3	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	3	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	3	2	4	3	1. very dissimilar	3	1. very dissimilar	3	18-25
174	Frequent user	Male	Europe	Yes	2	4	1. very dissimilar	5. very similar	4	1. very dissimilar	5. very similar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	4	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	5. very similar	1. very dissimilar	1. very dissimilar	4	5. very similar	4	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	4	5. very similar	1. very dissimilar	2	5. very similar	4	2	3	1. very dissimilar	4	5. very similar	2	1. very dissimilar	4	4	2	4	1. very dissimilar	1. very dissimilar	18-25
175	Occasional user	Male	Europe	Yes	4	4	1. very dissimilar	3	4	3	3	4	1. very dissimilar	4	2	3	3	3	2	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	2	2	4	4	3	1. very dissimilar	4	5. very similar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	3	4	1. very dissimilar	4	3	4	1. very dissimilar	2	3	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	5. very similar	4	2	3	1. very dissimilar	1. very dissimilar	18-25
176	Never used	Male	Europe	Yes	5. very similar	5. very similar	2	5. very similar	2	4	5. very similar	5. very similar	1. very dissimilar	5. very similar	4	2	5. very similar	5. very similar	2	1. very dissimilar	4	5. very similar	3	1. very dissimilar	4	5. very similar	5. very similar	3	2	3	5. very similar	2	1. very dissimilar	3	2	4	4	1. very dissimilar	4	5. very similar	4	3	5. very similar	3	5. very similar	5. very similar	3	4	4	5. very similar	4	4	2	1. very dissimilar	46-55
177	Frequent user	Male	Europe	Yes	4	4	1. very dissimilar	4	3	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	3	1. very dissimilar	4	4	4	3	1. very dissimilar	3	5. very similar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	3	1. very dissimilar	2	2	4	4	2	5. very similar	4	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	36-45
178	Occasional user	Male	Europe	Yes	4	5. very similar	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	3	4	4	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	5. very similar	1. very dissimilar	4	5. very similar	1. very dissimilar	1. very dissimilar	3	2	5. very similar	1. very dissimilar	1. very dissimilar	2	5. very similar	5. very similar	2	4	3	5. very similar	5. very similar	4	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	18-25
179	Occasional user	Male	Europe	Yes	2	4	4	5. very similar	4	2	3	3	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	3	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	4	5. very similar	5. very similar	3	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	5. very similar	2	4	5. very similar	2	1. very dissimilar	2	1. very dissimilar	2	4	3	1. very dissimilar	5. very similar	4	3	4	1. very dissimilar	1. very dissimilar	18-25
180	Never used	Male	Europe	Yes	1. very dissimilar	3	4	5. very similar	3	1. very dissimilar	5. very similar	3	1. very dissimilar	4	4	4	4	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	2	3	4	4	1. very dissimilar	2	5. very similar	2	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	3	4	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	5. very similar	4	1. very dissimilar	5. very similar	4	3	5. very similar	1. very dissimilar	2	18-25
181	Expert	Female	Europe	Yes	5. very similar	4	1. very dissimilar	4	4	1. very dissimilar	5. very similar	4	1. very dissimilar	3	1. very dissimilar	2	5. very similar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	1. very dissimilar	4	4	5. very similar	1. very dissimilar	4	5. very similar	2	1. very dissimilar	2	1. very dissimilar	3	4	1. very dissimilar	2	4	3	2	3	1. very dissimilar	3	5. very similar	3	1. very dissimilar	4	5. very similar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	36-45
182	Never used	Female	Europe	Yes	1. very dissimilar	2	1. very dissimilar	5. very similar	2	1. very dissimilar	3	3	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	2	1. very dissimilar	3	5. very similar	1. very dissimilar	1. very dissimilar	3	3	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	3	1. very dissimilar	5. very similar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	26-35
183	Occasional user	Female	Europe	Yes	4	3	1. very dissimilar	4	3	3	2	3	1. very dissimilar	3	2	3	4	4	1. very dissimilar	1. very dissimilar	2	3	3	2	3	4	2	4	1. very dissimilar	3	4	2	1. very dissimilar	1. very dissimilar	2	3	2	2	2	5. very similar	3	2	4	3	4	3	3	2	3	3	3	4	1. very dissimilar	1. very dissimilar	18-25
184	Frequent user	Male	Europe	Yes	4	4	1. very dissimilar	4	4	1. very dissimilar	4	5. very similar	1. very dissimilar	3	2	2	3	2	2	2	1. very dissimilar	4	4	1. very dissimilar	4	3	4	2	1. very dissimilar	4	4	3	1. very dissimilar	2	3	3	3	1. very dissimilar	1. very dissimilar	5. very similar	4	2	2	1. very dissimilar	2	4	3	1. very dissimilar	4	5. very similar	1. very dissimilar	4	2	1. very dissimilar	18-25
185	Occasional user	Male	Europe	Yes	4	4	2	4	4	1. very dissimilar	4	5. very similar	1. very dissimilar	4	1. very dissimilar	2	3	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	4	4	2	1. very dissimilar	no answer	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	4	5. very similar	1. very dissimilar	2	5. very similar	4	2	5. very similar	1. very dissimilar	2	5. very similar	4	2	5. very similar	4	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	18-25
186	Frequent user	Male	Europe	Yes	4	5. very similar	1. very dissimilar	5. very similar	3	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	5. very similar	1. very dissimilar	3	5. very similar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	26-35
187	Occasional user	Male	Europe	Yes	4	5. very similar	2	5. very similar	5. very similar	2	4	5. very similar	1. very dissimilar	3	2	3	4	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	4	1. very dissimilar	2	5. very similar	3	2	2	4	4	2	2	3	3	3	4	1. very dissimilar	4	4	4	3	5. very similar	1. very dissimilar	5. very similar	5. very similar	2	2	5. very similar	5. very similar	5. very similar	5. very similar	1. very dissimilar	1. very dissimilar	18-25
188	Occasional user	Female	Europe	Yes	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	3	1. very dissimilar	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	18-25
189	Frequent user	Male	Europe	Yes	5. very similar	4	2	5. very similar	5. very similar	4	4	4	1. very dissimilar	4	3	3	4	4	2	3	3	5. very similar	4	2	4	5. very similar	4	4	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	4	2	4	4	1. very dissimilar	2	4	4	4	5. very similar	3	5. very similar	5. very similar	3	2	4	5. very similar	5. very similar	5. very similar	3	1. very dissimilar	18-25
190	Expert	Male	Oceania	Yes	2	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	2	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	36-45
191	Frequent user	Female	Europe	Yes	4	5. very similar	4	4	3	1. very dissimilar	3	5. very similar	1. very dissimilar	5. very similar	3	1. very dissimilar	4	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	5. very similar	3	1. very dissimilar	3	5. very similar	4	4	1. very dissimilar	4	5. very similar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	4	4	1. very dissimilar	2	5. very similar	4	2	4	3	3	4	3	1. very dissimilar	5. very similar	3	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	36-45
192	Expert	Male	Oceania	Yes	4	2	2	3	2	1. very dissimilar	4	4	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	3	4	1. very dissimilar	2	4	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	5. very similar	1. very dissimilar	1. very dissimilar	3	2	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	4	5. very similar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	4	3	1. very dissimilar	4	3	1. very dissimilar	4	2	1. very dissimilar	26-35
193	Frequent user	Male	Europe	No	4	3	1. very dissimilar	4	3	1. very dissimilar	2	3	2	3	2	3	2	1. very dissimilar	2	1. very dissimilar	3	4	4	1. very dissimilar	3	4	4	3	2	1. very dissimilar	5. very similar	1. very dissimilar	2	3	2	2	3	1. very dissimilar	2	5. very similar	3	1. very dissimilar	2	2	1. very dissimilar	3	2	1. very dissimilar	3	2	1. very dissimilar	4	1. very dissimilar	2	18-25
194	Never used	Female	Europe	No	5. very similar	no answer	1. very dissimilar	5. very similar	no answer	2	no answer	5. very similar	no answer	no answer	3	no answer	5. very similar	5. very similar	2	3	2	no answer	4	1. very dissimilar	4	5. very similar	5. very similar	no answer	3	4	5. very similar	1. very dissimilar	no answer	2	3	4	4	1. very dissimilar	5. very similar	5. very similar	3	4	5. very similar	3	4	4	3	2	5. very similar	5. very similar	5. very similar	5. very similar	no answer	no answer	18-25
195	Frequent user	Male	Europe	No	4	5. very similar	3	5. very similar	3	4	5. very similar	5. very similar	2	4	4	2	5. very similar	4	1. very dissimilar	2	2	2	4	2	3	5. very similar	4	3	2	3	5. very similar	4	1. very dissimilar	4	3	4	4	1. very dissimilar	4	5. very similar	3	4	4	4	4	5. very similar	4	2	5. very similar	5. very similar	4	5. very similar	2	2	18-25
196	Occasional user	Male	Europe	No	2	1. very dissimilar	1. very dissimilar	4	2	1. very dissimilar	3	3	1. very dissimilar	2	2	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	2	no answer	1. very dissimilar	4	3	4	1. very dissimilar	1. very dissimilar	5. very similar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	2	1. very dissimilar	1. very dissimilar	3	2	1. very dissimilar	1. very dissimilar	1. very dissimilar	1. very dissimilar	4	1. very dissimilar	1. very dissimilar	2	3	1. very dissimilar	3	1. very dissimilar	1. very dissimilar	26-35
